UT,noun_phrase,n
WOS:000266608600039,quantum entanglement,1
WOS:000266608600039,quantum information,1
WOS:000266608600039,quantum mechanic,1
WOS:000266608600039,radioactive nucleus,1
WOS:000266608600039,result,1
WOS:000266608600039,scale mechanical oscillator,1
WOS:000266608600039,schrodinger,1
WOS:000266608600039,situation,1
WOS:000266608600039,state,2
WOS:000266608600039,such experiment,1
WOS:000266608600039,such situation,1
WOS:000266608600039,superposition,2
WOS:000266608600039,system,3
WOS:000266608600039,technical limitation,1
WOS:000266608600039,test,1
WOS:000266608600039,type,1
WOS:000266608600039,vibrational state,1
WOS:000266608600039,yet-undiscover mechanism,1
WOS:000266977500024,electrode trap lattice,1
WOS:000266977500024,optimal surface,1
WOS:000266977500024,quantum simulation,1
WOS:000267076900004,account,1
WOS:000267076900004,and modes,1
WOS:000267076900004,case,1
WOS:000267076900004,distinguishes,1
WOS:000267076900004,excitation,3
WOS:000267076900004,existence,1
WOS:000267076900004,full n,1
WOS:000267076900004,higher number,1
WOS:000267076900004,ideal,1
WOS:000267076900004,ideal state,1
WOS:000267076900004,illustrative purpose,1
WOS:000267076900004,linear optic,1
WOS:000267076900004,method,3
WOS:000267076900004,mixture,1
WOS:000267076900004,mode,1
WOS:000267076900004,mode entanglement,1
WOS:000267076900004,multipartite mode entanglement,1
WOS:000267076900004,optical case,1
WOS:000267076900004,other deviation,1
WOS:000267076900004,party entanglement,2
WOS:000267076900004,photon,1
WOS:000267076900004,state,4
WOS:000267076900004,vacuum state,1
WOS:000267700100062,-rotation,1
WOS:000267700100062,array,1
WOS:000267700100062,carr-purcell,1
WOS:000267700100062,classical phase noise,1
WOS:000267700100062,compare,1
WOS:000267700100062,detailed experimental study,1
WOS:000267700100062,duration pi pulse,1
WOS:000267700100062,effect,2
WOS:000267700100062,electron-spin-flip transition,1
WOS:000267700100062,error,1
WOS:000267700100062,experimental uhrig dynamical decoupling,1
WOS:000267700100062,function,1
WOS:000267700100062,ghz microwave system,1
WOS:000267700100062,meiboom -gill,1
WOS:000267700100062,multipulse spin echo,1
WOS:000267700100062,noise environment,1
WOS:000267700100062,noise spectrum,1
WOS:000267700100062,noise strength,1
WOS:000267700100062,penning trap,1
WOS:000267700100062,phase error,1
WOS:000267700100062,precise prescription,1
WOS:000267700100062,presence,1
WOS:000267700100062,pulse number,1
WOS:000267700100062,pulse timing,1
WOS:000267700100062,qubit decoherence,1
WOS:000267700100062,qubit manifold,1
WOS:000267700100062,qubit rotation,1
WOS:000267700100062,qubit system,1
WOS:000267700100062,result,1
WOS:000267700100062,rotation axis,1
WOS:000267700100062,sequence,1
WOS:000267700100062,style multipulse spin echo,1
WOS:000267700100062,systematic,1
WOS:000267700100062,theoretical prediction,1
WOS:000267700100062,udd sequence,1
WOS:000267700100062,uhrig dynamical decoupling,1
WOS:000267700100062,uhrig sequence,1
WOS:000267700100062,variety,1
WOS:000268919202092,domain video feature,1
WOS:000268919202092,multi-modal speaker diarization,1
WOS:000268919202092,world meeting,1
WOS:000269132100012,access,1
WOS:000269132100012,accessible quantum system,1
WOS:000269132100012,applicability,1
WOS:000269132100012,application,1
WOS:000269132100012,atomic ion,1
WOS:000269132100012,common plane,1
WOS:000269132100012,electric,1
WOS:000269132100012,electrode,1
WOS:000269132100012,example,1
WOS:000269132100012,experimental characterization,1
WOS:000269132100012,fabrication,1
WOS:000269132100012,field,1
WOS:000269132100012,field sensing,1
WOS:000269132100012,force,1
WOS:000269132100012,force sensor,1
WOS:000269132100012,hand,1
WOS:000269132100012,ion trap,1
WOS:000269132100012,measurement situation,1
WOS:000269132100012,novel radiofrequency ion trap geometry,1
WOS:000269132100012,number,1
WOS:000269132100012,opposing endcap electrode,1
WOS:000269132100012,optical access,2
WOS:000269132100012,other possibility,1
WOS:000269132100012,physical access,1
WOS:000269132100012,physical effect,1
WOS:000269132100012,pi solid angle,1
WOS:000269132100012,planar trap geometry,1
WOS:000269132100012,previous approach,1
WOS:000269132100012,prob,2
WOS:000269132100012,quantum level,1
WOS:000269132100012,quantum optic,2
WOS:000269132100012,radiofrequency trap array,1
WOS:000269132100012,sensitivity,1
WOS:000269132100012,simple structure,1
WOS:000269132100012,single ring electrode,1
WOS:000269132100012,stylus ion trap,1
WOS:000269132100012,thus call,1
WOS:000269132100012,trap,5
WOS:000269132100012,yn hz,1
WOS:000269638200002,-drummond multipartite bell inequality,1
WOS:000269638200002,broad class,1
WOS:000269638200002,combination,1
WOS:000269638200002,conjecture,1
WOS:000269638200002,entanglement detection,1
WOS:000269638200002,framework,1
WOS:000269638200002,full generality,1
WOS:000269638200002,inequality,2
WOS:000269638200002,method,1
WOS:000269638200002,multimode continuous variable system,1
WOS:000269638200002,negative pt,1
WOS:000269638200002,nonlocality,1
WOS:000269638200002,nuclear spin exchange,1
WOS:000269638200002,optical feshbach resonance,1
WOS:000269638200002,partial transposition,1
WOS:000269638200002,pere,1
WOS:000269638200002,quantum physical state,1
WOS:000269638200002,rev. lett.,1
WOS:000269638200002,separability condition,1
WOS:000269638200002,several distinct necessary condition,1
WOS:000269638200002,special case,1
WOS:000269638200002,state,1
WOS:000269638200135,alkali metal atom,1
WOS:000269638200135,atomic spins,1
WOS:000269638200135,combination,1
WOS:000269638200135,complexity,1
WOS:000269638200135,computational resource,1
WOS:000269638200135,construction,1
WOS:000269638200135,contrast,1
WOS:000269638200135,control wave form,1
WOS:000269638200135,d-dimensional hilbert space,1
WOS:000269638200135,dependent hamiltonian,1
WOS:000269638200135,design,1
WOS:000269638200135,efficient algorithm,1
WOS:000269638200135,eigendecomposition,1
WOS:000269638200135,eigenphase,1
WOS:000269638200135,eigenvector,2
WOS:000269638200135,eigenvector scale,1
WOS:000269638200135,electronic hyperfine manifold,1
WOS:000269638200135,embedded qubit,1
WOS:000269638200135,error correction,1
WOS:000269638200135,fiducial state,1
WOS:000269638200135,general qudit logic gate,1
WOS:000269638200135,general unitary map,1
WOS:000269638200135,geometric construction,1
WOS:000269638200135,gradient search,1
WOS:000269638200135,ground,1
WOS:000269638200135,hilbert space,1
WOS:000269638200135,n-dimensional subspace,1
WOS:000269638200135,order,1
WOS:000269638200135,protocol,1
WOS:000269638200135,simple form,1
WOS:000269638200135,single wave form,1
WOS:000269638200135,state,2
WOS:000269638200135,state map,1
WOS:000269638200135,state preparation,1
WOS:000269638200135,stochastic search,3
WOS:000269638200135,technique,1
WOS:000269638200135,time,1
WOS:000269638200135,unitary map,1
WOS:000269638200135,unitary matrix,1
WOS:000269718500054,calculation,1
WOS:000269718500054,decay,1
WOS:000269718500054,decay rate,2
WOS:000269718500054,density,1
WOS:000269718500054,diffusion,1
WOS:000269718500054,efficacy,1
WOS:000269718500054,energy,1
WOS:000269718500054,energy decay,1
WOS:000269718500054,energy decay rate,1
WOS:000269718500054,experiment,1
WOS:000269718500054,feature,1
WOS:000269718500054,important decoherence source,1
WOS:000269718500054,josephson,1
WOS:000269718500054,josephson qubit,3
WOS:000269718500054,junction qubit,1
WOS:000269718500054,model,1
WOS:000269718500054,mu m,1
WOS:000269718500054,nonequilibrium quasiparticle,2
WOS:000269718500054,nonequilibrium quasiparticle excitation,1
WOS:000269718500054,prediction,1
WOS:000269718500054,prior engineere gap,1
WOS:000269718500054,prior measurement,1
WOS:000269718500054,quasiparticle,2
WOS:000269718500054,quasiparticle density,1
WOS:000269718500054,resonator,2
WOS:000269718500054,small reduction,1
WOS:000269718500054,temperature,1
WOS:000269718500054,trap structure,1
WOS:000269818900007,complementarity,1
WOS:000269818900007,complementarity experiment,1
WOS:000269818900007,complementary wave,1
WOS:000269818900007,entanglement,1
WOS:000269818900007,exhaustive description,1
WOS:000269818900007,interferometer,1
WOS:000269818900007,like behaviour,1
WOS:000269818900007,linear optic quantum gate,1
WOS:000269818900007,measurement interaction prevent,1
WOS:000269818900007,path knowledge,1
WOS:000269818900007,role,1
WOS:000269818900007,single photon,1
WOS:000269818900007,term,1
WOS:000269818900007,variable strength quantum non-demolition measurement,2
WOS:000269819000008,approximate coherent state,1
WOS:000269819000008,atom,1
WOS:000269819000008,body collision,1
WOS:000269819000008,body energy scale,1
WOS:000269819000008,body interaction,4
WOS:000269819000008,collapse,1
WOS:000269819000008,control,1
WOS:000269819000008,effective field theories,1
WOS:000269819000008,experiment,1
WOS:000269819000008,feshbach resonance,1
WOS:000269819000008,full revival,1
WOS:000269819000008,inhomogeneity,1
WOS:000269819000008,initial dephasing,1
WOS:000269819000008,interference fringe,1
WOS:000269819000008,lattice,1
WOS:000269819000008,lattice potential,1
WOS:000269819000008,lattice system,1
WOS:000269819000008,lowest vibrational state,1
WOS:000269819000008,neutral boson,1
WOS:000269819000008,optical lattice,3
WOS:000269819000008,rapid decay,1
WOS:000269819000008,revival,1
WOS:000269819000008,revival dynamics,1
WOS:000269819000008,sensitive probe,1
WOS:000269819000008,timescale,1
WOS:000269819000008,visibility,1
WOS:000270082900035,applicability,1
WOS:000270082900035,awkward role,1
WOS:000270082900035,bell,1
WOS:000270082900035,bell inequality,4
WOS:000270082900035,bell signal,1
WOS:000270082900035,choose,1
WOS:000270082900035,chsh,1
WOS:000270082900035,classical process,1
WOS:000270082900035,classical system,1
WOS:000270082900035,clauser,1
WOS:000270082900035,complete description,1
WOS:000270082900035,detection loophole,1
WOS:000270082900035,determined correlation,1
WOS:000270082900035,experiment,2
WOS:000270082900035,form,1
WOS:000270082900035,holt,1
WOS:000270082900035,horne,1
WOS:000270082900035,inequality,1
WOS:000270082900035,josephson phase,1
WOS:000270082900035,josephson phase qubit,1
WOS:000270082900035,macroscopic electrical circuit,1
WOS:000270082900035,maximum amplitude,1
WOS:000270082900035,measurement,1
WOS:000270082900035,measurement force,1
WOS:000270082900035,measurement outcomes,1
WOS:000270082900035,measurement process,1
WOS:000270082900035,non-classical behaviour,1
WOS:000270082900035,pair,1
WOS:000270082900035,particle,1
WOS:000270082900035,possible outcome,1
WOS:000270082900035,quantitative measure,1
WOS:000270082900035,quantum mechanic,3
WOS:000270082900035,quantum system,1
WOS:000270082900035,qubit,2
WOS:000270082900035,question,1
WOS:000270082900035,shimony,1
WOS:000270082900035,shot manner,1
WOS:000270082900035,spin,1
WOS:000270082900035,standard deviation,1
WOS:000270082900035,state,1
WOS:000270082900035,state system,1
WOS:000270082900035,statistical distributions,1
WOS:000270082900035,strong evidence,1
WOS:000270082900035,strong experimental evidence,1
WOS:000270082900035,stronger quantum correlations,1
WOS:000270082900035,system,2
WOS:000270082900035,unpredictable manner,1
WOS:000270082900035,version,1
WOS:000270082900035,violation,2
WOS:000270766800058,america,1
WOS:000270766800058,bibo,2
WOS:000270766800058,bright source,1
WOS:000270766800058,brightness,1
WOS:000270766800058,cost cw,1
WOS:000270766800058,date,1
WOS:000270766800058,decoherence,1
WOS:000270766800058,dependent phase,1
WOS:000270766800058,different compensation technique,1
WOS:000270766800058,diode laser,2
WOS:000270766800058,efficient collection,1
WOS:000270766800058,entanglement,1
WOS:000270766800058,entanglement source,1
WOS:000270766800058,fidelity,1
WOS:000270766800058,first production,1
WOS:000270766800058,fold improvement,1
WOS:000270766800058,highest fidelity,1
WOS:000270766800058,information,1
WOS:000270766800058,methods,1
WOS:000270766800058,nonlinear biaxial crystal bib3,1
WOS:000270766800058,nonlinear crystal,1
WOS:000270766800058,numerical code,1
WOS:000270766800058,optical society,1
WOS:000270766800058,optimal compensation crystal,1
WOS:000270766800058,phase flatness,1
WOS:000270766800058,photon,2
WOS:000270766800058,photon optical quantum information process,1
WOS:000270766800058,polarization,3
WOS:000270766800058,simulate entanglement,1
WOS:000270766800058,source,2
WOS:000270766800058,spatial compensation,1
WOS:000270766800058,spatial mode,1
WOS:000270766800058,such source,1
WOS:000270766800058,synchronizable femtosecond laser,1
WOS:000270766800058,type,3
WOS:000270766800058,ultrafast polarization,1
WOS:000270766800058,variety,2
WOS:000270766800058,website,1
WOS:000270821200001,applicability,1
WOS:000270821200001,coexistence,1
WOS:000270821200001,data channel,1
WOS:000270821200001,dominant impairment,1
WOS:000270821200001,fibre,2
WOS:000270821200001,fibre infrastructure,1
WOS:000270821200001,flexibility,1
WOS:000270821200001,fundamental capability,1
WOS:000270821200001,impact,1
WOS:000270821200001,layer multiplexing,1
WOS:000270821200001,optical network,1
WOS:000270821200001,optical networking,1
WOS:000270821200001,point optical link,1
WOS:000270821200001,potential,1
WOS:000270821200001,propagation,1
WOS:000270821200001,quantum applications,1
WOS:000270821200001,quantum communication,1
WOS:000270821200001,quantum communications modern optical networking techniques,1
WOS:000270821200001,quantum key distribution,2
WOS:000270821200001,quantum networking architecture,1
WOS:000270821200001,quantum signal,2
WOS:000270821200001,same fibre,1
WOS:000270821200001,scalability,1
WOS:000270821200001,simple point,1
WOS:000270821200001,spontaneous anti-stoke raman scattering,1
WOS:000270821200001,strong conventional telecom traffic,1
WOS:000270821200001,strong signal,1
WOS:000270821200001,widespread deployment,1
WOS:000271351000056,bit error -correction code,1
WOS:000271351000056,choice,2
WOS:000271351000056,critical exponent,1
WOS:000271351000056,critical phenomenon,1
WOS:000271351000056,critical temperature,3
WOS:000271351000056,eigenvalue,1
WOS:000271351000056,finite,1
WOS:000271351000056,generator,1
WOS:000271351000056,geometry,1
WOS:000271351000056,graph,3
WOS:000271351000056,group,2
WOS:000271351000056,histogram method,1
WOS:000271351000056,large effect,1
WOS:000271351000056,memory stabilizer structure,1
WOS:000271351000056,model,2
WOS:000271351000056,monte carlo analysis,1
WOS:000271351000056,number,1
WOS:000271351000056,operators,1
WOS:000271351000056,pauli operators,1
WOS:000271351000056,quantum error correction,1
WOS:000271351000056,simulations,1
WOS:000271351000056,size scaling,1
WOS:000271351000056,stabilizer,2
WOS:000271351000056,stabilizer formalism,1
WOS:000271351000056,stabilizer generator,1
WOS:000271351000056,structure,2
WOS:000271351000056,subset,1
WOS:000271351000056,subspace,2
WOS:000271351000056,wolff algorithm,1
WOS:000271360400052,application,1
WOS:000271360400052,approach,1
WOS:000271360400052,atomic ion qubit,1
